TransactionID,InvestorID,Date,AssetID,BuySell,Quantity,Price,Brokerage
91,10,03-08-2025,14,Sell,6,2278.62,27.34
92,19,25-03-2022,11,Sell,14,3962.79,110.96
93,37,28-05-2021,2,Buy,40,1297.01,103.76
94,35,11-08-2023,6,Buy,1000,3088.22,6.18
95,27,17-10-2025,9,Buy,8,3607.8,598.89
96,5,09-05-2025,2,Sell,17,345.34,11.74
97,30,01-05-2022,12,Sell,40,3211.62,256.93
98,2,22-09-2024,14,Buy,4,369.11,2.95
99,28,10-09-2025,14,Sell,60,1089.55,130.75
100,23,21-03-2023,102,Buy,4,2168.43,17.35
101,36,10-04-2022,2,Sell,73,2024.43,295.57
102,47,08-06-2023,3,Buy,689,1484.67,5.94
103,47,31-03-2023,4,Sell,24,4723.51,226.73
104,34,20-06-2025,102,Sell,78,1007.53,157.17
105,47,29-06-2024,7,Sell,79,693.36,109.55
106,9,01-08-2023,11,Buy,45,3765.88,338.93
107,43,20-07-2024,105,Buy,82,784.61,128.68
108,45,19-08-2022,13,Buy,81,2720.19,440.67
109,44,06-07-2021,19,Sell,71,138.36,19.65
110,2,14-03-2022,104,Sell,69,2283.49,315.12
111,18,15-07-2022,12,Sell,74,1257.2,186.07
112,19,14-06-2025,19,Sell,47,4148.45,389.95
113,25,27-10-2022,14,Buy,92,160.45,29.52
114,4,11-01-2021,2,Sell,54,4069.2,439.47
115,25,23-10-2022,5,Buy,97,3542.52,687.25
116,31,11-06-2023,16,Buy,27,4608.42,248.85
117,4,03-11-2021,104,Sell,70,2805.14,50.49
118,10,12-12-2025,4,Sell,92,3541.58,651.65
119,3,08-05-2022,8,Buy,91,137.57,25.04
120,9,13-03-2025,4,Buy,25,1059.46,184.35
121,30,02-09-2023,17,Buy,15,4967.52,149.03
122,1,08-10-2022,102,Sell,39,1633.86,127.44
123,25,28-04-2021,10,Buy,4,1525.54,12.2
124,50,12-03-2025,5,Sell,92,1207.71,222.22
125,37,09-02-2022,4,Buy,96,853.32,163.84
126,48,19-04-2024,6,Sell,12,4313.82,103.53
127,32,24-12-2024,4,Buy,23,1903.62,87.57
128,18,12-01-2022,19,Sell,31,1711.45,106.11
129,11,25-09-2025,14,Buy,9,3145.58,56.62
130,22,03-09-2025,104,Sell,8,2723.57,43.58
131,23,12-07-2023,9,Buy,95,1374.18,261.09
132,7,18-05-2021,14,Buy,75,3997.74,599.66
133,24,01-11-2022,11,Sell,8,3787.2,60.6
134,3,23-02-2023,11,Sell,91,2312.64,420.9
135,17,11-07-2023,18,Buy,21,4574.03,192.11
136,33,13-08-2025,102,Sell,78,3199.71,499.15
137,37,09-05-2023,15,Buy,8,497.01,7.95
138,40,18-03-2025,104,Sell,14,1831.76,51.29
139,29,26-10-2022,2,Buy,21,565.42,23.75
140,7,24-06-2021,105,Buy,650,4579.59,595.35
141,35,21-02-2024,3,Buy,51,1038.57,105.93
142,23,22-01-2021,13,Sell,11,238.14,5.24
143,4,01-05-2023,14,Sell,48,3936.82,377.93
144,14,06-10-2024,3,Sell,83,3799.42,630.7
145,6,17-01-2025,18,Sell,45,4336.26,390.26
146,44,19-11-2023,18,Buy,65,3486.32,453.22
147,1,13-11-2021,8,Sell,35,781.23,54.69
148,45,28-12-2022,3,Buy,21,1799.17,75.57
149,17,18-08-2024,3,Sell,48,2300.19,220.82
150,22,28-08-2022,6,Sell,39,3529.05,275.27
151,12,17-06-2022,12,Buy,35,2369.78,165.88
152,35,25-05-2021,18,Sell,26,1287.58,66.95
153,16,07-03-2021,1,Sell,34,4072.54,276.93
154,8,08-11-2021,105,Sell,75,213.4,32.01
155,15,31-10-2021,5,Sell,81,3172.08,513.88
156,41,01-02-2021,102,Sell,86,4271.28,734.66
157,41,28-05-2022,16,Sell,19,4739.57,180.1
158,33,23-10-2025,104,Sell,9,535.87,9.65
159,7,09-11-2024,3,Sell,89,858.59,152.83
160,43,24-07-2025,6,Sell,94,1085.75,204.12
161,16,30-06-2022,15,Sell,89,3673.62,653.9
162,2,23-02-2025,3,Sell,67,3222.38,431.8
163,4,23-07-2022,103,Sell,51,4561.63,465.29
164,25,12-06-2025,1,Buy,72,4212.12,606.55
165,28,30-12-2024,18,Sell,9,1373.32,24.72
166,40,18-09-2025,18,Sell,53,1093.44,115.9
167,43,18-12-2021,15,Buy,4,4975.58,39.8
168,16,24-04-2021,14,Buy,28,535.37,29.98
169,29,07-04-2023,8,Buy,55,1030.86,113.39
170,7,15-02-2023,13,Sell,61,1177.1,143.61
171,12,07-12-2025,16,Sell,16,3616.17,115.72
172,39,12-01-2025,105,Buy,85,208.77,35.49
173,12,23-02-2024,9,Buy,82,2542.61,416.99
174,43,30-11-2023,4,Buy,60,4598.23,551.79
175,4,04-12-2023,2,Sell,43,279.12,24
176,14,16-06-2022,1,Buy,4,3926.01,31.41
177,9,07-03-2024,7,Buy,69,2174.34,300.06
178,2,31-08-2024,102,Buy,41,1750.01,143.5
179,25,22-09-2025,14,Sell,59,3472.46,409.75
180,14,31-03-2025,103,Sell,55,4053.4,445.87
181,20,24-07-2021,10,Sell,13,502.05,13.05
182,50,07-08-2021,9,Sell,72,2598.5,374.18
183,34,01-03-2023,105,Sell,85,2906.2,494.05
184,40,12-04-2024,14,Sell,80,1135.22,181.64
185,49,14-05-2025,7,Buy,440,1166.35,100.31
186,34,15-03-2024,9,Buy,94,2711.13,509.69
187,24,23-06-2021,4,Sell,30,3479.24,208.75
188,44,26-09-2023,18,Sell,48,1388.27,133.27
189,33,05-12-2025,12,Buy,42,4492.38,377.36
190,28,06-06-2021,16,Sell,2,2849.78,11.4
191,23,25-03-2021,16,Sell,15,873.16,26.19
192,22,08-11-2021,8,Sell,74,3479.99,515.04
193,50,24-07-2022,3,Sell,80,1044.83,167.17
194,44,12-02-2022,12,Buy,76,987.85,150.15
195,23,24-10-2021,8,Sell,57,2113.2,240.9
196,10,31-01-2024,6,Buy,75,251.31,37.7
197,41,15-08-2022,12,Sell,49,1797.05,176.11
198,33,29-11-2022,19,Buy,80,3470.84,555.33
199,42,30-09-2022,18,Sell,44,1574.05,138.52
200,10,18-03-2022,1,Buy,55,924.08,101.65
201,3,06-06-2022,3,Sell,57,1668.45,190.2
202,22,08-06-2022,20,Sell,62,3844.61,476.73
203,23,15-07-2025,2,Buy,32,1829.54,117.09
204,16,30-12-2023,13,Buy,15,1115.91,33.48
205,49,16-01-2022,14,Buy,66,735.34,97.06
206,20,12-10-2022,13,Buy,83,2221.08,368.7
207,33,26-12-2023,15,Sell,41,2515.53,206.27
208,49,24-01-2022,104,Sell,71,1159.72,164.68
209,30,01-02-2022,15,Buy,46,4434.16,407.94
210,25,04-01-2025,104,Sell,35,699.79,48.99
211,26,26-02-2022,4,Sell,86,4685.99,805.99
212,27,09-09-2022,13,Sell,8,2069.57,33.11
213,17,11-07-2021,6,Sell,98,721.27,141.37
214,21,17-01-2022,15,Sell,45,2734.3,246.09
215,46,25-03-2024,3,Buy,65,4596.79,597.58
216,42,21-03-2021,9,Buy,88,210.5,37.05
217,6,10-02-2021,1,Buy,41,651.04,53.39
218,14,09-07-2021,10,Buy,73,4269.17,623.3
219,35,03-11-2025,13,Buy,41,1159.61,95.09
220,8,09-03-2021,20,Buy,93,4570.25,850.07
221,19,04-03-2025,18,Sell,9,2230.37,40.15
222,12,02-01-2022,105,Buy,56,4940.48,553.33
223,14,01-06-2022,10,Sell,45,2668.1,240.13
224,31,01-09-2025,7,Sell,42,1858.45,156.11
225,32,08-01-2021,104,Sell,7,2317.46,32.44
226,1,08-12-2023,103,Buy,10,1055,21.1
227,44,03-12-2022,5,Buy,18,751.93,27.07
228,12,24-11-2025,2,Sell,5,1578.46,15.78
229,43,21-02-2021,1,Buy,71,2871.86,407.8
230,36,31-12-2022,102,Buy,53,566.88,60.09
231,11,01-09-2023,6,Sell,56,1227.33,137.46
232,5,20-08-2024,17,Buy,10,3455.81,69.12
233,12,29-05-2021,19,Sell,80,3069.68,491.15
234,42,05-04-2023,10,Sell,1,3623.68,7.25
235,25,20-10-2025,3,Sell,96,1954.17,375.2
236,16,02-06-2021,19,Sell,31,1557.85,96.59
237,25,15-04-2024,2,Sell,84,1430.97,240.4
238,23,21-03-2023,9,Sell,64,145.1,18.57
239,29,27-09-2023,101,Buy,48,3015.56,289.49
240,21,12-03-2024,101,Sell,39,811.85,63.32
241,16,08-05-2021,5,Buy,5,4239.6,42.4
242,4,02-07-2025,13,Buy,32,4869.34,311.64
243,9,09-07-2023,10,Buy,100,4625.95,925.19
244,13,23-04-2024,19,Buy,9,4196.33,75.53
245,37,27-12-2024,1,Sell,60,281.44,33.77
246,37,03-11-2021,10,Sell,53,4389.76,465.31
247,14,06-02-2025,3,Sell,59,848.51,100.12
248,44,12-06-2022,2,Buy,6,3710.24,44.52
249,45,23-01-2024,20,Buy,45,1565.45,140.89
250,19,29-04-2024,7,Buy,330,3841.76,253.56
251,40,24-12-2022,8,Buy,63,1783.82,224.76
252,43,28-06-2022,101,Buy,87,851.83,148.22
253,36,25-09-2021,17,Sell,61,1906.94,232.65
254,11,13-01-2022,18,Buy,89,1253.99,223.21
255,40,31-12-2025,105,Buy,52,3057.22,317.95
256,17,02-10-2023,15,Sell,76,4402.5,669.18
257,17,15-05-2022,13,Buy,83,3281.26,544.69
258,8,03-11-2023,105,Sell,92,4971.3,914.72
259,22,20-05-2022,11,Buy,51,4929.96,502.86
260,20,05-05-2021,14,Sell,94,1959.59,368.4
261,50,04-07-2025,3,Buy,71,1817.43,258.08
262,7,22-05-2021,20,Sell,74,251.8,37.27
263,15,30-10-2024,19,Sell,87,965.42,167.98
264,21,28-10-2021,19,Sell,22,277.25,12.2
265,22,05-08-2024,104,Buy,640,451.77,57.83
266,49,02-09-2021,104,Sell,95,754.68,143.39
267,42,15-07-2025,3,Sell,32,4943.1,316.36
268,18,06-10-2022,6,Sell,18,4104.82,147.77
269,10,29-07-2024,9,Buy,21,2915.64,122.46
270,50,18-10-2024,101,Sell,95,4726.8,898.09
271,48,30-03-2022,8,Sell,12,4557.37,109.38
272,44,09-01-2023,19,Buy,24,1985.61,95.31
273,1,29-06-2021,104,Buy,42,1528.14,128.36
274,24,01-08-2024,104,Buy,68,4160.46,565.82
275,45,22-07-2023,6,Buy,72,2590.65,373.05
276,5,02-08-2024,17,Buy,48,2406.17,230.99
277,36,27-04-2023,104,Buy,78,2610.64,407.26
278,11,29-05-2023,19,Buy,84,1050.91,176.55
279,37,03-02-2022,9,Sell,25,3861.76,193.09
280,33,03-07-2021,4,Buy,26,1918.16,99.74
281,44,12-04-2021,4,Sell,50,1466.27,146.63
282,49,24-02-2021,19,Buy,18,1370.78,49.35
283,1,03-04-2023,9,Sell,86,752.16,129.37
284,24,23-11-2022,2,Sell,11,3913.11,86.09
285,14,16-05-2024,15,Buy,24,125.4,6.02
286,35,23-05-2023,6,Buy,84,2314.23,388.79
287,15,21-03-2025,104,Sell,24,3015.27,144.73
288,49,03-09-2021,14,Buy,67,4995.73,669.43
289,21,25-10-2022,104,Sell,27,3429.26,185.18
290,14,10-01-2025,104,Buy,59,3421.61,403.75
291,22,04-08-2024,105,Sell,9,953.83,17.17
292,24,30-05-2024,4,Sell,64,2569.36,328.88
293,11,30-06-2025,11,Buy,43,3799.38,326.75
294,12,14-01-2024,101,Buy,25,2443.15,122.16
295,13,11-04-2025,102,Sell,50,1819.3,181.93
296,19,04-01-2023,11,Buy,92,3943.93,725.68
297,8,24-05-2024,8,Buy,50,968.21,96.82
298,10,15-01-2025,4,Sell,44,301.85,26.56
299,9,14-04-2025,102,Sell,13,2777.41,72.21
300,36,16-11-2025,15,Sell,35,1950,136.5
301,24,19-07-2025,8,Sell,25,2815.31,140.77
302,49,10-02-2025,10,Buy,89,2900.56,516.3
303,37,11-01-2021,7,Sell,71,4531.25,643.44
304,11,15-08-2024,10,Buy,85,3261.15,554.4
305,25,18-09-2025,17,Sell,61,3655.63,445.99
306,13,29-09-2022,6,Sell,66,3417.87,451.16
307,11,25-10-2021,105,Buy,58,3433.81,398.32
308,21,26-08-2025,9,Sell,62,3024.64,375.06
309,17,23-02-2021,18,Sell,73,2664.63,389.04
310,9,01-03-2022,12,Sell,39,4833.95,377.05
311,4,01-06-2023,6,Sell,87,335.47,58.37
312,9,28-08-2022,101,Sell,35,4984.37,348.91
313,18,06-11-2023,12,Sell,34,3096.37,210.55
314,11,27-05-2022,19,Sell,98,3129.24,613.33
315,38,02-05-2023,10,Sell,87,834.28,145.16
316,30,19-03-2022,105,Sell,17,3068.64,104.33
317,9,23-06-2025,5,Sell,35,4622.03,323.54
318,29,06-09-2022,104,Buy,86,2528.91,434.97
319,39,21-05-2022,5,Buy,60,1127.06,135.25
320,12,18-02-2022,2,Buy,96,2511.74,482.25
321,36,14-11-2021,5,Buy,62,1523.78,188.95
322,10,25-08-2023,2,Sell,20,2905.11,116.2
323,50,29-09-2023,11,Sell,99,1829.26,362.19
324,40,26-01-2024,4,Buy,12,3798.2,91.16
325,47,08-12-2021,7,Buy,46,3730.39,343.2
326,8,21-08-2023,4,Sell,100,1647.72,329.54
327,17,30-09-2022,5,Buy,50,2497.49,249.75
328,40,15-01-2022,15,Buy,33,804.35,53.09
329,46,12-11-2024,18,Sell,1000,661.86,131.05
330,40,22-01-2024,104,Buy,50,2741.28,274.13
331,30,24-09-2023,11,Buy,23,3425.52,157.57
332,26,13-08-2025,9,Sell,74,3254.79,481.71
333,1,08-08-2025,4,Sell,25,4179.43,208.97
334,44,18-01-2025,20,Sell,90,3041.13,547.4
335,17,26-03-2022,19,Buy,37,3362.12,248.8
336,3,01-05-2021,9,Sell,42,1197.66,100.6
337,49,24-09-2022,6,Sell,78,4936.17,770.04
338,32,05-11-2025,2,Sell,9,1840.99,33.14
339,26,10-10-2021,14,Buy,233,2494.37,109.75
340,8,11-01-2022,17,Buy,26,307.56,15.99
341,8,01-06-2021,18,Buy,14,3472.39,97.23
342,23,20-05-2024,13,Buy,500,3080.22,271.06
343,17,04-09-2022,11,Buy,45,1871.8,168.46
344,42,10-05-2025,104,Buy,6,3583.82,430.06
345,43,28-05-2023,9,Buy,3333,2633.8,173.83
346,9,16-11-2021,105,Buy,61,3819.15,465.94
347,38,15-04-2024,13,Sell,34,3058.45,207.97
348,41,21-09-2024,10,Buy,10,4044.09,808.82
349,37,01-04-2024,7,Sell,78,4368.13,681.43
350,9,28-04-2022,11,Buy,45,4944.36,444.99
351,18,09-12-2021,11,Sell,91,108.09,19.67
352,40,10-12-2025,14,Buy,58,4352.16,504.85
353,9,04-03-2023,3,Buy,74,1356.97,200.83
354,6,14-02-2021,4,Sell,62,1608.3,199.43
355,30,01-08-2025,19,Sell,9,816.69,156.8
356,41,26-06-2025,11,Sell,130,3695.01,672.49
357,21,21-03-2021,102,Buy,93,4366.68,812.2
358,17,03-12-2025,3,Buy,71,3292.15,467.49
359,18,19-06-2022,7,Buy,45,1910.72,171.96
360,50,14-04-2021,5,Buy,19,3063.24,116.4
361,27,01-02-2021,19,Sell,68,398.38,54.18
362,48,08-08-2023,3,Sell,16,376.7,12.05
363,42,13-12-2023,12,Sell,45,328.36,29.55
364,31,26-06-2023,1,Sell,420,3261.29,273.95
365,34,27-07-2025,13,Sell,1,2925.18,5.85
366,27,25-08-2024,3,Buy,33,247.77,16.35
367,38,16-10-2021,9,Sell,8,2290.77,36.65
368,38,10-02-2022,5,Sell,40,3593.5,287.48
369,18,13-06-2021,3,Sell,19,172.35,6.55
370,46,03-11-2024,3,Buy,44,3230,284.24
371,38,14-01-2021,7,Sell,14,3326.38,93.14
372,25,14-12-2021,8,Sell,97,2654.86,515.04
373,17,08-08-2022,13,Sell,32,2873.93,183.93
374,38,14-02-2022,5,Buy,59,2444.66,288.47
375,48,03-10-2025,19,Buy,91,3267.78,594.74
376,41,25-08-2024,19,Buy,72,3145.02,452.88
377,31,17-08-2021,2,Sell,50,4140.78,414.08
378,31,30-06-2022,8,Buy,2280,1971.47,86.74
379,22,08-07-2022,101,Buy,98,1312.55,257.26
380,32,30-01-2023,6,Buy,70,4964.19,694.99
381,33,24-12-2023,7,Buy,8,4128.05,701.77
382,18,02-10-2021,2,Buy,85,3096.01,526.32
383,33,15-12-2023,9,Buy,94,1209.61,227.41
384,36,05-12-2024,4,Buy,2,1099.58,63.78
385,31,06-10-2022,14,Buy,10,3712.44,74.25
386,49,19-01-2022,12,Buy,46,866.59,79.73
387,42,25-03-2023,4,Sell,2,4447.29,177.89
388,20,26-01-2025,6,Sell,93,2034.2,378.36
389,2,17-02-2025,104,Sell,39,716.04,55.85
390,19,25-01-2023,101,Sell,74,4786.52,708.4
391,28,10-08-2024,102,Sell,80,3471.5,555.44
392,10,28-01-2024,2,Buy,9,1230.99,22.16
393,7,03-09-2025,103,Sell,7,1973.89,27.63
394,42,06-02-2025,12,Sell,1,1499.63,32.99
395,2,08-07-2023,13,Sell,31,4601.83,285.31
396,27,06-01-2023,102,Sell,20,2545.9,320.78
397,29,08-11-2021,9,Sell,9,4519.36,81.35
398,47,22-12-2024,3,Buy,14,2690.9,75.35
399,19,07-12-2024,20,Sell,72,4950.73,712.91
400,32,18-03-2023,5,Buy,52,3494.46,363.42
401,6,19-11-2021,105,Buy,25,1014.64,50.73
402,28,05-10-2021,9,Buy,46,2656.48,244.4
403,46,10-08-2023,4,Sell,60,4608.79,553.05
404,40,09-11-2024,105,Sell,82,2368.35,388.41
405,10,01-12-2025,7,Sell,24,3214.46,154.29
406,12,23-11-2025,105,Buy,15,2324.18,69.73
407,38,26-08-2025,14,Sell,38,3041.57,231.16
408,40,30-05-2023,103,Buy,84,1627.55,273.43
409,3,09-09-2024,8,Buy,28,393.69,22.05
410,46,04-01-2024,18,Sell,33,2423.86,159.97
411,39,06-05-2022,6,Buy,8,2054.46,328.71
412,15,27-10-2025,102,Sell,7,2909.77,430.65
413,32,05-06-2023,16,Buy,32,1753.17,112.2
414,9,13-11-2022,6,Buy,41,2924.41,239.8
415,34,22-04-2024,14,Buy,49,423.83,41.54
416,7,30-08-2022,7,Buy,83,3709.04,615.7
417,43,05-02-2024,18,Sell,25,1919.95,96
418,10,04-02-2025,105,Buy,53,4048.72,429.16
419,3,05-09-2021,19,Sell,47,2189.2,205.78
420,20,10-05-2023,2,Buy,196,3992.97,766.65
421,42,18-08-2021,102,Sell,9,172.81,32.49
422,1,15-06-2025,1,Buy,52,2095.9,217.97
423,13,03-02-2021,16,Buy,74,3597.98,532.5
424,10,26-12-2023,105,Sell,71,3958.69,562.13
425,22,26-10-2022,17,Buy,47,2980.64,280.18
426,28,20-10-2023,19,Buy,61,4066.82,496.15
427,46,07-09-2023,5,Buy,56,247.07,27.67
428,10,26-03-2023,9,Buy,31,3467.33,214.97
429,36,20-09-2024,104,Sell,94,273.62,51.44
430,17,16-09-2025,2,Buy,65,3714.71,482.91
431,34,03-08-2024,10,Sell,52,4790.68,498.23
432,21,04-10-2022,9,Sell,48,1565.85,150.32
433,46,12-09-2025,20,Buy,32,2566.12,164.23
434,7,24-11-2025,105,Buy,37,872.9,64.59
435,32,04-04-2021,13,Sell,86,4573.82,786.7
436,50,05-11-2021,4,Sell,51,2391.34,243.92
437,27,29-12-2024,18,Buy,13,3810.09,99.06
438,2,24-10-2025,14,Sell,39,899.99,70.2
439,19,10-04-2022,103,Buy,42,654.34,54.96
440,34,03-11-2024,9,Buy,23,4131.49,190.05
441,49,17-09-2024,5,Buy,1,2916.07,5.83
442,22,24-04-2022,17,Sell,68,4369.41,594.24
443,9,03-03-2025,6,Buy,23,1939.37,89.21
444,4,13-11-2022,20,Buy,64,3435.69,439.77
445,18,08-02-2023,105,Sell,31,2389.54,148.15
446,22,30-12-2024,19,Buy,80,2116.78,338.68
447,28,15-01-2023,17,Sell,81,4944.87,801.07
448,30,19-05-2025,17,Sell,5,2648.81,26.49
449,11,25-12-2025,4,Buy,86,4580.29,787.81
450,21,21-04-2025,105,Buy,60,4025.59,483.07
451,38,16-04-2024,9,Buy,97,4993.69,968.78
452,2,14-10-2025,6,Buy,40,1267.2,101.38
453,42,12-04-2025,10,Buy,91,3427.01,623.72
454,37,23-05-2022,15,Buy,28,824.57,46.18
455,40,07-02-2025,1,Sell,95,4441.77,843.94
456,18,01-03-2021,6,Buy,14,3261.9,378.38
457,45,30-12-2023,104,Sell,41,4317.79,354.06
458,14,07-07-2025,101,Sell,69,4726.01,652.19
459,40,01-10-2023,3,Buy,88,293.68,51.69
460,30,13-12-2024,12,Buy,10,2853.49,513.63
461,31,10-03-2021,18,Sell,63,2367.26,298.27
462,47,26-12-2022,20,Sell,46,1805.88,166.14
463,46,27-07-2023,3,Buy,46,2152.5,198.03
464,3,08-06-2024,17,Sell,53,4112.68,435.94
465,25,21-01-2023,9,Sell,20,3571.79,142.87
466,17,18-04-2022,102,Buy,39,2517.14,196.34
467,24,06-04-2024,4,Sell,47,3674.27,345.38
468,17,22-09-2025,16,Buy,31,3891.96,241.3
469,4,17-12-2022,18,Buy,13,780.79,20.3
470,20,13-12-2025,19,Buy,77,1352.82,208.33
471,16,21-01-2023,10,Sell,6,4587.3,55.05
472,30,01-01-2021,14,Sell,4,2109.42,46.41
473,48,13-12-2021,105,Buy,81,2568.46,416.09
474,14,31-07-2024,7,Sell,99,1325.1,262.37
475,50,08-01-2025,16,Buy,66,4205.72,555.16
476,12,09-06-2021,4,Buy,6,1243.54,164.15
477,25,26-04-2023,9,Buy,45,4483.64,403.53
478,46,26-05-2023,101,Sell,42,245.43,20.62
479,43,13-10-2023,5,Sell,64,772.85,98.92
480,50,04-03-2024,18,Sell,36,3662.89,263.73
481,28,17-09-2022,11,Buy,48,1985.64,190.62
482,13,13-04-2024,105,Sell,42,4642.23,389.95
483,18,28-10-2023,101,Buy,14,3044.61,85.25
484,3,08-12-2023,12,Sell,4,1037.52,8.3
485,17,22-09-2021,104,Sell,29,2079.81,120.63
486,38,03-01-2023,15,Sell,53,4529.7,480.15
487,23,30-06-2023,102,Sell,43,3448.22,296.55
488,6,22-10-2024,12,Buy,58,1397.06,162.06
489,22,17-03-2022,16,Sell,73,3035.39,443.17
490,4,31-05-2022,4,Sell,90,3892.68,700.68
491,8,04-06-2021,10,Sell,51,1100.63,112.26
492,49,02-06-2021,104,Sell,8,775.11,12.4
493,8,26-07-2021,14,Sell,11,922.82,20.3
494,18,02-02-2024,101,Sell,8,899.44,152.9
495,4,20-10-2025,4,Buy,64,723.52,92.61
496,30,23-09-2025,102,Buy,5,3208.79,19.25
497,41,05-08-2022,17,Buy,64,1015.14,129.94
498,3,12-10-2025,104,Buy,23,2502.8,115.13
499,23,08-05-2022,12,Sell,71,4456.12,632.77
500,25,27-12-2024,1,Sell,93,4491.19,835.36
501,11,04-03-2021,101,Sell,93,393.16,73.13
